study_id,source_run_id,model,arm,event_kind,n_events,duration_ns,trajectory_included
current_mixed_provider,07__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4.1-flash-20260910,caveman,API responses,112,648905452400,True
current_mixed_provider,07__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4.1-flash-20260910,caveman,Completed tool calls,118,648905452400,True
current_mixed_provider,08__v4-1-flash__caveman__django__django-15731__r1,deepseek/deepseek-v4.1-flash-20260910,caveman,API responses,73,192388601512,True
current_mixed_provider,08__v4-1-flash__caveman__django__django-15731__r1,deepseek/deepseek-v4.1-flash-20260910,caveman,Completed tool calls,75,192388601512,True
current_mixed_provider,09__v4-flash-0731__ponytail__django__django-16662__r1,deepseek/deepseek-v4-flash-0731,ponytail,API responses,29,91206209566,True
current_mixed_provider,09__v4-flash-0731__ponytail__django__django-16662__r1,deepseek/deepseek-v4-flash-0731,ponytail,Completed tool calls,28,91206209566,True
current_mixed_provider,10__v4-1-flash__ponytail__django__django-7530__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,API responses,317,825349073984,True
current_mixed_provider,10__v4-1-flash__ponytail__django__django-7530__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,Completed tool calls,325,825349073984,True
current_mixed_provider,11__v4-1-flash__ponytail__django__django-16662__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,API responses,22,45874535132,True
current_mixed_provider,11__v4-1-flash__ponytail__django__django-16662__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,Completed tool calls,22,45874535132,True
current_mixed_provider,12__v4-1-flash__baseline__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,API responses,51,142840906789,True
current_mixed_provider,12__v4-1-flash__baseline__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,Completed tool calls,56,142840906789,True
current_mixed_provider,13__v4-1-flash__caveman_ponytail__django__django-7530__r1,deepseek/deepseek-v4.1-flash-20260910,caveman_ponytail,API responses,397,1088358206670,True
current_mixed_provider,13__v4-1-flash__caveman_ponytail__django__django-7530__r1,deepseek/deepseek-v4.1-flash-20260910,caveman_ponytail,Completed tool calls,400,1088358206670,True
current_mixed_provider,14__v4-1-flash__caveman_ponytail__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4.1-flash-20260910,caveman_ponytail,API responses,125,292003917217,True
current_mixed_provider,14__v4-1-flash__caveman_ponytail__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4.1-flash-20260910,caveman_ponytail,Completed tool calls,125,292003917217,True
current_mixed_provider,15__v4-1-flash__ponytail__django__django-13516__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,API responses,49,376611666305,True
current_mixed_provider,15__v4-1-flash__ponytail__django__django-13516__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,Completed tool calls,54,376611666305,True
current_mixed_provider,16__v4-1-flash__caveman__django__django-13516__r1,deepseek/deepseek-v4.1-flash-20260910,caveman,API responses,46,200008881501,True
current_mixed_provider,16__v4-1-flash__caveman__django__django-13516__r1,deepseek/deepseek-v4.1-flash-20260910,caveman,Completed tool calls,46,200008881501,True
current_mixed_provider,17__v4-flash-0731__caveman__django__django-16662__r1,deepseek/deepseek-v4-flash-0731,caveman,API responses,34,107323878097,True
current_mixed_provider,17__v4-flash-0731__caveman__django__django-16662__r1,deepseek/deepseek-v4-flash-0731,caveman,Completed tool calls,33,107323878097,True
current_mixed_provider,18__v4-1-flash__baseline__django__django-7530__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,API responses,94,220922759797,True
current_mixed_provider,18__v4-1-flash__baseline__django__django-7530__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,Completed tool calls,95,220922759797,True
current_mixed_provider,19__v4-1-flash__ponytail__django__django-15731__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,API responses,27,56192337984,True
current_mixed_provider,19__v4-1-flash__ponytail__django__django-15731__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,Completed tool calls,28,56192337984,True
current_mixed_provider,20__v4-flash-0731__caveman_ponytail__django__django-15731__r1,deepseek/deepseek-v4-flash-0731,caveman_ponytail,API responses,24,72372940496,True
current_mixed_provider,20__v4-flash-0731__caveman_ponytail__django__django-15731__r1,deepseek/deepseek-v4-flash-0731,caveman_ponytail,Completed tool calls,25,72372940496,True
current_mixed_provider,21__v4-1-flash__baseline__django__django-15731__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,API responses,25,48224103028,True
current_mixed_provider,21__v4-1-flash__baseline__django__django-15731__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,Completed tool calls,25,48224103028,True
current_mixed_provider,22__v4-1-flash__caveman_ponytail__django__django-15731__r1,deepseek/deepseek-v4.1-flash-20260910,caveman_ponytail,API responses,116,264776722192,True
current_mixed_provider,22__v4-1-flash__caveman_ponytail__django__django-15731__r1,deepseek/deepseek-v4.1-flash-20260910,caveman_ponytail,Completed tool calls,116,264776722192,True
current_mixed_provider,23__v4-flash-0731__ponytail__django__django-15731__r1,deepseek/deepseek-v4-flash-0731,ponytail,API responses,29,68389847226,True
current_mixed_provider,23__v4-flash-0731__ponytail__django__django-15731__r1,deepseek/deepseek-v4-flash-0731,ponytail,Completed tool calls,28,68389847226,True
current_mixed_provider,24__v4-flash-0731__baseline__django__django-15731__r1,deepseek/deepseek-v4-flash-0731,baseline,API responses,35,82623260514,True
current_mixed_provider,24__v4-flash-0731__baseline__django__django-15731__r1,deepseek/deepseek-v4-flash-0731,baseline,Completed tool calls,36,82623260514,True
current_mixed_provider,25__v4-1-flash__caveman__django__django-7530__r1,deepseek/deepseek-v4.1-flash-20260910,caveman,API responses,340,864609202865,True
current_mixed_provider,25__v4-1-flash__caveman__django__django-7530__r1,deepseek/deepseek-v4.1-flash-20260910,caveman,Completed tool calls,349,864609202865,True
current_mixed_provider,26__v4-flash-0731__baseline__django__django-13516__r1,deepseek/deepseek-v4-flash-0731,baseline,API responses,59,369765468022,True
current_mixed_provider,26__v4-flash-0731__baseline__django__django-13516__r1,deepseek/deepseek-v4-flash-0731,baseline,Completed tool calls,58,369765468022,True
current_mixed_provider,27__v4-flash-0731__ponytail__django__django-13516__r1,deepseek/deepseek-v4-flash-0731,ponytail,API responses,25,159359709608,True
current_mixed_provider,27__v4-flash-0731__ponytail__django__django-13516__r1,deepseek/deepseek-v4-flash-0731,ponytail,Completed tool calls,24,159359709608,True
current_mixed_provider,28__v4-flash-0731__caveman_ponytail__django__django-7530__r1,deepseek/deepseek-v4-flash-0731,caveman_ponytail,API responses,48,307574485870,True
current_mixed_provider,28__v4-flash-0731__caveman_ponytail__django__django-7530__r1,deepseek/deepseek-v4-flash-0731,caveman_ponytail,Completed tool calls,50,307574485870,True
current_mixed_provider,29__v4-1-flash__baseline__django__django-16662__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,API responses,36,73122826305,True
current_mixed_provider,29__v4-1-flash__baseline__django__django-16662__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,Completed tool calls,39,73122826305,True
current_mixed_provider,30__v4-flash-0731__baseline__django__django-16662__r1,deepseek/deepseek-v4-flash-0731,baseline,API responses,43,155435006378,True
current_mixed_provider,30__v4-flash-0731__baseline__django__django-16662__r1,deepseek/deepseek-v4-flash-0731,baseline,Completed tool calls,42,155435006378,True
current_mixed_provider,31__v4-flash-0731__caveman__django__django-15731__r1,deepseek/deepseek-v4-flash-0731,caveman,API responses,37,227160118254,True
current_mixed_provider,31__v4-flash-0731__caveman__django__django-15731__r1,deepseek/deepseek-v4-flash-0731,caveman,Completed tool calls,40,227160118254,True
current_mixed_provider,32__v4-flash-0731__ponytail__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4-flash-0731,ponytail,API responses,29,259820060774,True
current_mixed_provider,32__v4-flash-0731__ponytail__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4-flash-0731,ponytail,Completed tool calls,30,259820060774,True
current_mixed_provider,33__v4-flash-0731__caveman__django__django-13516__r1,deepseek/deepseek-v4-flash-0731,caveman,API responses,43,246218776323,True
current_mixed_provider,33__v4-flash-0731__caveman__django__django-13516__r1,deepseek/deepseek-v4-flash-0731,caveman,Completed tool calls,42,246218776323,True
current_mixed_provider,34__v4-flash-0731__caveman__django__django-7530__r1,deepseek/deepseek-v4-flash-0731,caveman,API responses,30,351468400900,True
current_mixed_provider,34__v4-flash-0731__caveman__django__django-7530__r1,deepseek/deepseek-v4-flash-0731,caveman,Completed tool calls,32,351468400900,True
current_mixed_provider,35__v4-1-flash__ponytail__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,API responses,44,397994964626,True
current_mixed_provider,35__v4-1-flash__ponytail__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4.1-flash-20260910,ponytail,Completed tool calls,45,397994964626,True
current_mixed_provider,36__v4-flash-0731__caveman__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4-flash-0731,caveman,API responses,35,127905974130,True
current_mixed_provider,36__v4-flash-0731__caveman__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4-flash-0731,caveman,Completed tool calls,36,127905974130,True
current_mixed_provider,37__v4-1-flash__baseline__django__django-13516__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,API responses,39,110030045438,True
current_mixed_provider,37__v4-1-flash__baseline__django__django-13516__r1,deepseek/deepseek-v4.1-flash-20260910,baseline,Completed tool calls,41,110030045438,True
current_mixed_provider,38__v4-flash-0731__baseline__django__django-7530__r1,deepseek/deepseek-v4-flash-0731,baseline,API responses,27,59041186323,True
current_mixed_provider,38__v4-flash-0731__baseline__django__django-7530__r1,deepseek/deepseek-v4-flash-0731,baseline,Completed tool calls,27,59041186323,True
current_mixed_provider,39__v4-flash-0731__baseline__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4-flash-0731,baseline,API responses,54,545462223839,True
current_mixed_provider,39__v4-flash-0731__baseline__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4-flash-0731,baseline,Completed tool calls,57,545462223839,True
current_mixed_provider,40__v4-flash-0731__caveman_ponytail__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4-flash-0731,caveman_ponytail,API responses,33,193116904212,True
current_mixed_provider,40__v4-flash-0731__caveman_ponytail__pytest-dev__pytest-7571__r1,deepseek/deepseek-v4-flash-0731,caveman_ponytail,Completed tool calls,33,193116904212,True
